502006,153214,Natal Pires Fernandes,CONEXAO HIDRAULICA,CONEXAO HIDRAULICA. MATERIAL PVC- CLORETO DE POLIVINILA. TIPO ADAPTADOR. TIPO FIXACAO SOLDAVEL. BITOLA LADO SOLDAVEL 32 X 1 POL. APLICACAO IRRIGACAO. COR MARROM,5,UNIDADE,4.10,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,3.50,3.50,0,14.63,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,ALICATE DE PRESSAO,alicate de presao.,1,UNIDADE,29.60,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,24.00,24.00,0,18.91,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,CORDAO VEDACAO,CORDAO VEDACAO. MATERIAL AMIANTO TRANCADO. FORMA SECAO TRANSVERSAL QUADRADA. LADO 3 MM. DUREZA 80 SHORE  A ,5,UNIDADE,60.00,Cancelado por inexistencia de proposta,N/A,N/A,N/A,N/A,N/A,N/A
502006,153214,Natal Pires Fernandes,AREIA,AREIA. TIPO LAVADA. GRANULOMETRIA FINA,12,METRO CUBICO,408.00,Cancelado na aceitacao,N/A,N/A,N/A,N/A,N/A,N/A
502006,153214,Natal Pires Fernandes,AREIA,AREIA. TIPO LAVADA. GRANULOMETRIA GROSSA,12,METRO CUBICO,408.00,Cancelado na aceitacao,N/A,N/A,N/A,N/A,N/A,N/A
502006,153214,Natal Pires Fernandes,BRITA,BRITA. MATERIAL ROCHA TRITURADA. TAMANHO BRITA 0,12,METRO CUBICO,408.00,Aceito e Habilitado,BASECAL MATERIAIS P/CONSTRUCAO LTDA,552.00,408.00,26.08,-35.29,05.822.322/0001-30
502006,153214,Natal Pires Fernandes,BRITA,BRITA. MATERIAL ROCHA TRITURADA. TAMANHO BRITA 1,12,METRO CUBICO,408.00,Aceito e Habilitado,BASECAL MATERIAIS P/CONSTRUCAO LTDA,552.00,408.00,26.08,-35.29,05.822.322/0001-30
502006,153214,Natal Pires Fernandes,BROCA,Broca de aco rapido 3/16.,10,UNIDADE,46.20,Aceito e Habilitado,COMERCIAL BARACUI & SANTOS LTDA,29.50,29.50,0,36.14,02.203.356/0001-58
502006,153214,Natal Pires Fernandes,BROCA,Broca de aco rapido 3/8,10,UNIDADE,142.90,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,77.20,77.20,0,45.97,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,BROCA,Broca de aco rapido 5/16,10,UNIDADE,86.20,Aceito e Habilitado,COMERCIAL BARACUI & SANTOS LTDA,54.90,54.90,0,36.31,02.203.356/0001-58
502006,153214,Natal Pires Fernandes,BROCA,Broca para Mourao 1/2 X 400mm.,4,UNIDADE,180.00,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,203.50,180.00,11.54,-13.05,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,BROCA,Broca para Mourao 1/4 X 252mm.,5,UNIDADE,113.90,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,75.00,75.00,0,34.15,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,BROCA,Broca para Mourao 5/16 X 180mm.,5,UNIDADE,141.25,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,97.50,97.50,0,30.97,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,BROCA,Broca para Mourao 3/8 X 280mm.,5,UNIDADE,258.15,Aceito e Habilitado,COMERCIAL BARACUI & SANTOS LTDA,177.90,177.90,0,31.08,02.203.356/0001-58
502006,153214,Natal Pires Fernandes,BUCHA PARAFUSO,BUCHA PARAFUSO. MATERIAL NAILON. COMPRIMENTO 4 CM. ESPESSURA 8 MM,600,UNIDADE,54.00,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,30.00,30.00,0,44.44,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,CAL HIDRATADA,CAL HIDRATADA. MATERIAL HIDROXIDO DE CALCIO. ASPECTO FISICO PO. COR BRANCA. APLICACAO CONSTRUCAO CIVIL,100,SACO 15.00 KG,510.00,Aceito e Habilitado,BASECAL MATERIAIS P/CONSTRUCAO LTDA,550.00,510.00,7.27,-7.84,05.822.322/0001-30
502006,153214,Natal Pires Fernandes,CABO DE ACO PARA REBOQUE,Cabo de aco de uma polegada(1 ) sem emendas.,50,METRO,1250.00,Cancelado na aceitacao,N/A,N/A,N/A,N/A,N/A,N/A
502006,153214,Natal Pires Fernandes,LUVA CONEXAO,Caps pvc Esgoto de 100mm.,4,UNIDADE,16.56,Aceito e Habilitado,CASA DAS FERRAMENTAS DE ARAGUARI LTDA,14.00,14.00,0,15.45,02.520.586/0001-40
502006,153214,Natal Pires Fernandes,CANALETA,CANALETA. MATERIAL PVC- CLORETO DE POLIVINILA. TIPO COM TAMPA. COR CINZA. LARGURA 20 MM. ALTURA 20 MM. COMPRIMENTO 2 M. CARACTERISTICAS ADICIONAIS COM RANHURA LATERAL. APLICACAO CABEAMENTO LOGICO E ELETRICO,4,CAIXA 25.00 UN,273.60,Aceito e Habilitado,BASECAL MATERIAIS P/CONSTRUCAO LTDA,285.00,273.60,3.99,-4.16,05.822.322/0001-30
502006,153214,Natal Pires Fernandes,BARRA METAL FERROSO,Cantoneira de 1  X 1/8.,20,UNIDADE,448.00,Cancelado na aceitacao,N/A,N/A,N/A,N/A,N/A,N/A
502006,153214,Natal Pires Fernandes,COMPENSADO EM MADEIRA,Chapa de compesado medindo 2.75mt X 1.60 X 04 cm Mogno. Cerejeira Curupixa.,12,PEcA,859.20,Aceito e Habilitado,COMERCIAL BARACUI & SANTOS LTDA,755.95,755.95,0,12.01,02.203.356/0001-58
502006,153214,Natal Pires Fernandes,COMPENSADO EM MADEIRA,Chapa de compensado medindo 2.20mt X 1.60 X 1.5cm ( virola ),10,PEcA,1040.00,Aceito e Habilitado,COMERCIAL BARACUI & SANTOS LTDA,764.00,764.00,0,26.53,02.203.356/0001-58
502006,153214,Natal Pires Fernandes,COMPENSADO EM MADEIRA,Chapa de compensado medindo 2.20mt X 1.60 X 1.0 cm (curupixa),10,PEcA,594.00,Cancelado na aceitacao,N/A,N/A,N/A,N/A,N/A,N/A
